label,text,lex_feats
1,"Bola ústretová, mala snahu pomôcť a urobila všetko preto, aby moju žiadosť vybavila. Ďakujem","[0.10894660651683807, 0.010894660837948322, 10.0, 0.7142857313156128, 0.28950217366218567, -0.1805555522441864, 0.1428571492433548, -0.125, 0.0, 0.0]"
1,Velmi prijemny pristup,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Vyborna komunikacia vsetko zrozumitelne vysvetlene :),"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Poradil super a presne !,"[0.18611112236976624, 0.04652778059244156, 4.0, 1.0, 0.24166667461395264, -0.0555555559694767, 0.1666666716337204, -0.0555555559694767, 0.0, 0.0]"
1,"Príjemný mladý človek, veľmi ochotný, ďakujem za odborné vysvetlenie a trpezlivosť.","[0.5712301731109619, 0.05712301656603813, 10.0, 0.9090909361839294, 0.7205356955528259, -0.1493055522441864, 0.34375, -0.09375, 0.0, 0.0]"
1,Velmi ochotna mila a vsetko mi pekne vedela vysvetlit som velmi spokojna s jej sluzbami,"[0.3015872836112976, 0.050264548510313034, 6.0, 0.4000000059604645, 0.5178571343421936, -0.2162698358297348, 0.375, -0.1607142835855484, 0.0, 0.0]"
1,"Vynikajuco mi poradila,vsetko vysvetlila.nadmieru som spokojna","[0.351190447807312, 0.07023809105157852, 5.0, 0.625, 0.351190447807312, 0.0, 0.2083333283662796, 0.0, 0.0, 0.0]"
1,So všetkým som bol spokojný. Poradil takže u mňa 10/10,"[0.0937500074505806, 0.0133928582072258, 7.0, 0.7777777910232544, 0.2544642984867096, -0.1607142835855484, 0.21875, -0.1607142835855484, 0.0, 0.0]"
1,cista a pekne spravena prevadzka,"[0.3194444477558136, 0.1597222238779068, 2.0, 0.4000000059604645, 0.375, -0.0555555559694767, 0.375, -0.0555555559694767, 0.0, 0.0]"
1,Ústretovosť Snaha vyriešiť požiadavku Vyriešenie môjho problému Kiež by všetci boli takí,"[-0.06912202388048172, -0.013824405148625374, 5.0, 0.4166666567325592, 0.06369047611951828, -0.1328125, 0.02500000037252903, -0.1328125, 0.0, 0.0]"
1,Konzult ktory sa mi venoval mi vsetko podrobne vysvetlil. Odpovedal trpezlivo na vsetky otazky. Nasiel vhodny telefon aj vhodny pausal. Maximalna spokojnost Dakujem <SIGNATURE>,"[0.6499999761581421, 0.08124999701976776, 8.0, 0.3333333432674408, 0.6499999761581421, 0.0, 0.2750000059604645, 0.0, 0.0, 0.0]"
1,Odišla som spokojná.,"[0.2366071492433548, 0.0788690522313118, 3.0, 1.0, 0.2366071492433548, 0.0, 0.21875, 0.0, 0.0, 0.0]"
1,Ďakujem.,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Bol som spokojný ze vyriešila môj problém.,"[0.1216517984867096, 0.0304129496216774, 4.0, 0.5714285969734192, 0.2544642984867096, -0.1328125, 0.21875, -0.1328125, 0.0, 0.0]"
1,"Veľmi príjemná mladá slečna, alebo pani, ktorá má veľmi pekné vystupovanie. Vždy som si radšej počkala na ňu, aj keď som už bola na rade k inému predajcovi, čím nechcem znehodnotiť iných predajcov, ale keď mám porovnať prvý dojem, tak u tejto mladej dámy je najlepší...Prajem pekný deň","[1.9978187084197998, 0.05708053335547447, 35.0, 0.7142857313156128, 2.4769856929779053, -0.4791666567325592, 0.5852272510528564, -0.125, 1.0, 0.0]"
1,chcem podakovat za pomoc pri vybaveni problemu.dakujem.AF,"[0.0, 0.0, 3.0, 0.3333333432674408, 0.09375, -0.09375, 0.0625, -0.09375, 0.0, 0.0]"
0,Prvy tankovaci stojan od cesty. Na strope je vypalene svetlo.,"[-0.02045586332678795, -0.004091172479093075, 5.0, 0.5, 0.01785714365541935, -0.03831300884485245, 0.01785714365541935, -0.02916666679084301, 0.0, 0.0]"
1,"Úslužný profesionálny prístup. Ponúkla vodu počas čakania. Pôvodne som prišiel s tým, že mi nefunguje internet. Vďaka tejto milej pani som však odišiel so Samsungom Galaxy S7 a Zlatým paušálom, za čo jej veľmi pekne ďakujem :)","[1.6934523582458496, 0.0705605149269104, 24.0, 0.6666666865348816, 2.2311508655548096, -0.5376984477043152, 0.75, -0.1607142835855484, 2.0, 0.0]"
1,ženy vedia pripraviť pochutiny fajne !!,"[0.0, 0.0, 2.0, 0.4000000059604645, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Profesionálny prístup,"[0.0496031753718853, 0.02480158768594265, 2.0, 1.0, 0.0496031753718853, 0.0, 0.0357142873108387, 0.0, 0.0, 0.0]"
1,Vzdy usmiate zenicky,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Uzasne,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Milý a ústretový musím len pochváliť kiežby všade boli taký,"[0.826884925365448, 0.13781414926052094, 6.0, 0.6000000238418579, 1.0699405670166016, -0.2430555522441864, 0.5416666865348816, -0.1875, 1.0, 0.0]"
1,Veľmi príjemná a ochotná vysvetliť.,"[0.7560515403747559, 0.15121030807495117, 5.0, 1.0, 0.8116071224212646, -0.0555555559694767, 0.34375, -0.0555555559694767, 0.0, 0.0]"
1,"Choval sa slušne a snažil sa mi pomôcť. Nakoniec som sa musela rozhodnúť sama, no bol milý a mal snahu.","[0.8531745672225952, 0.06094104051589966, 14.0, 0.699999988079071, 1.0535714626312256, -0.2003968209028244, 0.5416666865348816, -0.0892857164144516, 1.0, 0.0]"
1,"Dobrý deň, chcem poďakovať tomuto mladému mužovi za jeho božskú trpezlivosť pri inštalovaní aplikácie Viber do mojho tabletu, nakoľko som mu povedala chybné číslo. Okrem toho mi nainštaloval  aj aplikáciu WhatsApp pre lepšiu komunikáciu.  Želám mu veľa úspechov a vážim si takýchto mladých ľudí, ktorí dokážu pochopiť tých, čo sú ""slabší"" pri manipulácii s modernými komunikačnými prostriedkami a informačnými technológiami. Zákaznička Eva","[1.5945360660552979, 0.03889112174510956, 41.0, 0.6612903475761414, 2.7272021770477295, -1.1326658725738525, 0.5852272510528564, -0.3194444477558136, 2.0, 0.0]"
1,Veľmi milá ochotná poradila mi s výberom telefónu dakujem,"[0.7833980321884155, 0.09792475402355194, 8.0, 0.8888888955116272, 0.9604166746139526, -0.17701862752437592, 0.5416666865348816, -0.1607142835855484, 1.0, 0.0]"
1,Slušná a celkom rýchla obsluha.,"[0.3759920597076416, 0.07519841194152832, 5.0, 1.0, 0.431547611951828, -0.0555555559694767, 0.3541666567325592, -0.0555555559694767, 0.0, 0.0]"
1,Ochotny a prijemny.,"[-0.0555555559694767, -0.0555555559694767, 1.0, 0.3333333432674408, 0.0, -0.0555555559694767, 0.0, -0.0555555559694767, 0.0, 0.0]"
1,Dakujem za mily a ustretovy pristup.,"[-0.0555555559694767, -0.0555555559694767, 1.0, 0.1666666716337204, 0.0, -0.0555555559694767, 0.0, -0.0555555559694767, 0.0, 0.0]"
1,na jednotku ziadny problem,"[0.02500000037252903, 0.02500000037252903, 1.0, 0.25, 0.02500000037252903, 0.0, 0.02500000037252903, 0.0, 0.0, 0.0]"
1,Super sefka stale plna dobrej nalady a energie. Personal pomoze poradi. Dakujem,"[0.8338383436203003, 0.20845958590507507, 4.0, 0.3333333432674408, 0.8893939256668091, -0.0555555559694767, 0.5852272510528564, -0.0555555559694767, 1.0, 0.0]"
1,Vsetko v spokojnosti..,"[0.10000000149011612, 0.05000000074505806, 2.0, 0.6666666865348816, 0.10000000149011612, 0.0, 0.10000000149011612, 0.0, 0.0, 0.0]"
1,"Milá obsluha, vedel informovať, veľmi príjemne vystupovanie. Bola som spokojna 😊","[1.1836309432983398, 0.1315145492553711, 9.0, 0.8999999761581421, 1.1836309432983398, 0.0, 0.5416666865348816, 0.0, 1.0, 0.0]"
1,"Dobrý deň, p.Matej bol veľmi ochotný, trpezlivý,poradil mi pri výbere mobilného telefónu.Bola som veľmi spokojná.","[1.418327808380127, 0.09455518424510956, 15.0, 0.8333333134651184, 1.4346320629119873, -0.016304347664117813, 0.5852272510528564, -0.016304347664117813, 1.0, 0.0]"
0,"Neviem zhodotit spokojnost konkretne s asistentkou nakolko neviem ake ma pravomoci a moznosti. Nakolko som nespokojna a uvazujem o prestupe k inemu operatorovi, chcela som sa predtym informovat o tom aky pausal mi vie ponuknut <COMPANY4>, pretoze do nedavna som bola v <COMPANY4> spokojna. Dozvedela som sa len to, co som si aj sama nasla na internete a nie je to pre mna vyhovujuce. Takze celkovo hodnotim hovor neuspesne.","[-0.4651920199394226, -0.015506400726735592, 30.0, 0.43478259444236755, 0.31843891739845276, -0.7836310267448425, 0.0625, -0.1875, 0.0, 0.0]"
1,bola milá,"[0.5595238208770752, 0.2797619104385376, 2.0, 1.0, 0.5595238208770752, 0.0, 0.5416666865348816, 0.0, 1.0, 0.0]"
1,"Príjemný hlas, ochota pomôcť,  promptné riešenie problému - pomoc pri aktivácii kariet <COMPANY4> voľnosť. Ďakujem.","[0.5635285377502441, 0.056352853775024414, 10.0, 0.7142857313156128, 0.8139880895614624, -0.25045955181121826, 0.2678571343421936, -0.1328125, 0.0, 0.0]"
1,Priatelsky a veľmi ochotny personal. Vždy vedia poradiť a vždy s úsmevom .,"[-0.21765871345996857, -0.02720733918249607, 8.0, 0.6666666865348816, 0.11666667461395264, -0.33432537317276, 0.07500000298023224, -0.1607142835855484, 0.0, 0.0]"
1,vzdy chutne a cerstve.....,"[0.3194444477558136, 0.1597222238779068, 2.0, 0.5, 0.375, -0.0555555559694767, 0.375, -0.0555555559694767, 0.0, 0.0]"
1,"Bola veľmi milá, ústretová, vedela poradiť. Ďakujem.","[0.6345238089561462, 0.12690475583076477, 5.0, 0.7142857313156128, 0.6345238089561462, 0.0, 0.5416666865348816, 0.0, 1.0, 0.0]"
1,vybavenie bolo rýchle a profesionálne. ďakujem. pekný deň.,"[0.5233134627342224, 0.0654141828417778, 8.0, 1.0, 0.5788690447807312, -0.0555555559694767, 0.4166666567325592, -0.0555555559694767, 0.0, 0.0]"
1,"Profesionálny prístup,okamžite vybavenie objednávky..","[0.01568223536014557, 0.0031364471651613712, 5.0, 1.0, 0.0808531790971756, -0.06517094373703003, 0.0357142873108387, -0.0555555559694767, 0.0, 0.0]"
1,"Vyborny trpezlivy pristup, velka spokojnost :)","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Vysoko odborný  a profesionálny prístup k zákazníkovi. Z telefonátu bolo cítiť ochotu poradiť a pomôcť.,"[0.30673837661743164, 0.023595260456204414, 13.0, 0.8666666746139526, 0.5115995407104492, -0.2048611044883728, 0.2916666567325592, -0.09375, 0.0, 0.0]"
1,Za skvelé informovanie a pomoc i vysvetlenie .,"[0.7402777075767517, 0.12337961792945862, 6.0, 0.8571428656578064, 0.7958332896232605, -0.0555555559694767, 0.7083333134651184, -0.0555555559694767, 1.0, 0.0]"
1,Lebo mi všetko pekne vysvetlila bola proste v pohode,"[0.538690447807312, 0.07695578038692474, 7.0, 0.7777777910232544, 0.6428571343421936, -0.1041666641831398, 0.375, -0.1041666641831398, 0.0, 0.0]"
1,"Ok ,spokojnosť, profesionalita.  S pozdravom <SIGNATURE>","[0.2622023820877075, 0.052440475672483444, 5.0, 0.8333333134651184, 0.4229166507720947, -0.1607142835855484, 0.1875, -0.1607142835855484, 0.0, 0.0]"
1,"Veľmi príjemný personál, služby na čerpacej stanici využívam niekoľko rokov, a ani raz som sa nestretla s neochotou, zamestnanci pracujú s úsmevom na tvári. V poslednej dobe sa mi stáva že zabudnem povedať pri ktorom stojane som čerpala benzín, obsluhujúca pani sa pozrie von , milo sa usmeje a už môžem platiť.","[-0.38577914237976074, -0.012055598199367523, 32.0, 0.6274510025978088, 1.0394688844680786, -1.425248146057129, 0.2678571343421936, -0.3125, 0.0, 0.0]"
1,"Ochotný, príjemný profesionálne fundovaný. Ďakujem","[0.7991071343421936, 0.1997767835855484, 4.0, 0.800000011920929, 0.7991071343421936, 0.0, 0.34375, 0.0, 0.0, 0.0]"
1,Super fajn,"[0.38749998807907104, 0.19374999403953552, 2.0, 1.0, 0.38749998807907104, 0.0, 0.3125, 0.0, 0.0, 0.0]"
1,Marta mi usila pausal na mieru zodpovedala vsetky moje otazky bola mila a nevtierava.vsetci predajcovia by mali byt ako marta;-)),"[0.06855159252882004, 0.008568949066102505, 8.0, 0.380952388048172, 0.15535715222358704, -0.0868055522441864, 0.07500000298023224, -0.0555555559694767, 0.0, 0.0]"
1,"Rýchlo vybavené, aj navrhnuté riešenie","[0.3583333492279053, 0.0716666728258133, 5.0, 1.0, 0.3583333492279053, 0.0, 0.25, 0.0, 0.0, 0.0]"
0,mohli by ste pridat stojany s vodou,"[-0.1428571343421936, -0.0476190447807312, 3.0, 0.4285714328289032, 0.01785714365541935, -0.1607142835855484, 0.01785714365541935, -0.1607142835855484, 0.0, 0.0]"
0,"Absolutna neochota, nezaujem, vdaka komunikacii s operatorkou som sa rozhodol neprenest cislo do <COMPANY4>, ale ostat v <COMPANY6> .","[-0.37570029497146606, -0.053671471774578094, 7.0, 0.3888888955116272, 0.07668067514896393, -0.4523809552192688, 0.05882352963089943, -0.2916666567325592, 0.0, 0.0]"
1,"Dakujem za super asistenciu, aj za spatne zavolanie.","[0.574999988079071, 0.19166666269302368, 3.0, 0.375, 0.574999988079071, 0.0, 0.5, 0.0, 1.0, 0.0]"
1,Veľmi príjemná slečna.  Dakujem,"[0.34285712242126465, 0.11428570747375488, 3.0, 0.75, 0.34285712242126465, 0.0, 0.2678571343421936, 0.0, 0.0, 0.0]"
1,Za príjemné vystupovanie k zákazníkom a ochotu. :-),"[0.22191697359085083, 0.044383395463228226, 5.0, 0.7142857313156128, 0.27747252583503723, -0.0555555559694767, 0.2678571343421936, -0.0555555559694767, 0.0, 0.0]"
1,Bol mili a vysvetlil zrozumitelne.,"[0.0873015895485878, 0.029100529849529266, 3.0, 0.6000000238418579, 0.1428571492433548, -0.0555555559694767, 0.125, -0.0555555559694767, 0.0, 0.0]"
1,"Perfektny a profesionalny pristup,rycgle doriesenie mojej ziadosti o objednavku produktu, velmi rychle reakcie.","[-0.0347222238779068, -0.0086805559694767, 4.0, 0.2857142984867096, 0.02083333395421505, -0.0555555559694767, 0.02083333395421505, -0.0555555559694767, 0.0, 0.0]"
1,Dakujem Stefanovi za rychle vybavenie poziadavky. Rozhovor s nim bol velmi prijemny a konstruktivny.,"[-0.1463293582201004, -0.024388225749135017, 6.0, 0.4285714328289032, 0.0699404776096344, -0.2162698358297348, 0.03125, -0.1607142835855484, 0.0, 0.0]"
1,Super profi prístup ďakujem,"[0.08888889104127884, 0.029629630967974663, 3.0, 0.75, 0.08888889104127884, 0.0, 0.07500000298023224, 0.0, 0.0, 0.0]"
1,super prístup,"[0.08888889104127884, 0.04444444552063942, 2.0, 1.0, 0.08888889104127884, 0.0, 0.07500000298023224, 0.0, 0.0, 0.0]"
1,Bola veľmi milá a ochotne odpovedala 😊,"[0.8914682269096375, 0.14857803285121918, 6.0, 1.0, 0.9470238089561462, -0.0555555559694767, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
1,veľmi milá ochotná ďakujem,"[0.9604166746139526, 0.24010416865348816, 4.0, 1.0, 0.9604166746139526, 0.0, 0.5416666865348816, 0.0, 1.0, 0.0]"
1,"Pre mna najlepšia čerpačka v okoli, dobrá káva, kamarátska obsluha... Odporúčam","[1.420454502105713, 0.1775568127632141, 8.0, 0.7272727489471436, 1.420454502105713, 0.0, 0.5852272510528564, 0.0, 2.0, 0.0]"
1,Jednal trpezlivo a profesionálne.,"[0.3194444477558136, 0.0798611119389534, 4.0, 1.0, 0.375, -0.0555555559694767, 0.1875, -0.0555555559694767, 0.0, 0.0]"
1,Profesionálny a milý prístup. Po odbornej stránke tiež nie je čo vytknúť.,"[0.37857145071029663, 0.03785714507102966, 10.0, 0.8333333134651184, 0.6091269850730896, -0.23055554926395416, 0.5416666865348816, -0.17499999701976776, 1.0, 0.0]"
1,Príjemná komunikácia s personálom :),"[0.11850647628307343, 0.029626619070768356, 4.0, 1.0, 0.2792207598686218, -0.1607142835855484, 0.2678571343421936, -0.1607142835855484, 0.0, 0.0]"
1,"Dobrý deň, Juraj je milý a vybavil moju požiadavku rýchlo a profesionálne, bola som spokojná, ďakujem.","[1.567271113395691, 0.1119479387998581, 14.0, 0.875, 1.678382158279419, -0.1111111119389534, 0.5852272510528564, -0.0555555559694767, 2.0, 0.0]"
1,Dobrí den moje hodnoťeňé ? ste super operátori su na profesionálné urovňi ochotný cenu máťe dobru  no prosťe ste 1+ držím vám palce a prajem vám vela uspechou vo vašej práci s pozdravom <SIGNATURE>,"[0.35755130648612976, 0.023836754262447357, 15.0, 0.46875, 0.7526413798332214, -0.3950899839401245, 0.34375, -0.1607142835855484, 0.0, 0.0]"
1,Za milí prístup K zákazníkom,"[0.56517094373703, 0.1412927359342575, 4.0, 0.800000011920929, 0.56517094373703, 0.0, 0.5416666865348816, 0.0, 1.0, 0.0]"
1,"Gabriel je vždy ústretový, zdvorilý ,príjemný a šikovne vybavuje zákazníkov.","[1.1822420358657837, 0.1313602328300476, 9.0, 0.8999999761581421, 1.2690476179122925, -0.0868055522441864, 0.5249999761581421, -0.0555555559694767, 1.0, 0.0]"
1,Perfektna cistota na predajni.,"[0.6499999761581421, 0.6499999761581421, 1.0, 0.25, 0.6499999761581421, 0.0, 0.6499999761581421, 0.0, 1.0, 0.0]"
0,"konzultant bol výborný, ale mám výhrady voči Vašej spoločnosti, ktorá má eviduje v databáze dlžníkov, pričom mám uhradené všetky platby voči Vašej spoločnosti. Uvedené mi spôsobilo nemalé problémy pri schvaľovaní kreditnej karty v mojej banke. Stratu času, nervy, mi kto nahradí ? Veď predsa som Váš dlhoročný klient a doteray som bol vysoko spokojný s Vašimi službami. Vraj tam bol nejaký smiešny 9 eur nedoplatok, samozrejme neaktualizovaný, čo povazujem za vysoko neprofesionálne.  Keď som si pýtal potvrdenie, že mám uhradené všetky platby, pýtate si 3 eurá. z princípu som to nakoniec odmietol. <SIGNATURE>","[2.789307117462158, 0.05262843519449234, 53.0, 0.5888888835906982, 3.8139846324920654, -1.0246775150299072, 1.0, -0.375, 2.0, 0.0]"
1,"dobra cena paliva,mily kolektiv","[0.751893937587738, 0.375946968793869, 2.0, 0.4000000059604645, 0.751893937587738, 0.0, 0.5852272510528564, 0.0, 1.0, 0.0]"
1,"Super. Škoda, že ich nieje viac. Treba čakať.","[-0.4208333194255829, -0.07013888657093048, 6.0, 0.75, 0.07500000298023224, -0.4958333373069763, 0.07500000298023224, -0.3958333432674408, 0.0, 0.0]"
1,"rychlo, strucne, jasno. :-)","[0.375, 0.375, 1.0, 0.3333333432674408, 0.375, 0.0, 0.375, 0.0, 0.0, 0.0]"
1,"Dnešné vybavenie o odstúpenia z <COMPANY4> bolo bez problémové za čo dakujem danej osobe na pobočke v tn Oc max ale vaše služby sa zhoršili oproti minulosti a to má mrzí preto odstupujem od zmluvy,želám Vám však všetko dobre do dalších rokov vášho fungovania","[-0.13790269196033478, -0.005107507109642029, 27.0, 0.6000000238418579, 0.6968196034431458, -0.8347222805023193, 0.3125, -0.25, 0.0, 0.0]"
1,"personal je vzdy ustretoví, priatelskí","[0.01785714365541935, 0.01785714365541935, 1.0, 0.20000000298023224, 0.01785714365541935, 0.0, 0.01785714365541935, 0.0, 0.0, 0.0]"
1,"Mila,ochotna,zrozumitelna,sexi Glas!","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Super ochota 1,"[0.11666667461395264, 0.05833333730697632, 2.0, 1.0, 0.11666667461395264, 0.0, 0.07500000298023224, 0.0, 0.0, 0.0]"
1,"konfort, skvely vyklad telefon vsetkych si mozete pozriet hned pri vstupe.","[0.0, 0.0, 1.0, 0.09090909361839294, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,"Ustretove jednanie, logicke, prakticke a rychle vysvetlenie situacie. Dakujem.","[0.3027777671813965, 0.07569444179534912, 4.0, 0.4444444477558136, 0.3583333194255829, -0.0555555559694767, 0.2916666567325592, -0.0555555559694767, 0.0, 0.0]"
1,Veľmi ochotný a milý pracovnik. Ďakujem za rýchle vybavenie mojej požiadavky.,"[0.9968253970146179, 0.12460317462682724, 8.0, 0.7272727489471436, 1.052380919456482, -0.0555555559694767, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
0,Zlá komunikácia,"[-0.41751137375831604, -0.20875568687915802, 2.0, 1.0, 0.011363636702299118, -0.42887499928474426, 0.011363636702299118, -0.42887499928474426, 0.0, 0.0]"
1,"Rozhovor zvladla profesionalne. Dufam, ze sa o 15 mesiacov ozve, ked mi bude koncit viazanost v <COMPANY6> a da nejaku dobru ponuku.","[0.5542207360267639, 0.06158008053898811, 9.0, 0.4285714328289032, 0.6239176988601685, -0.06969697028398514, 0.5852272510528564, -0.0555555559694767, 1.0, 0.0]"
0,Žiadam   aby  asistent  zavolal na číslo <PHONE_NUMBER>  <SIGNATURE>,"[-0.09375, -0.03125, 3.0, 0.3333333432674408, 0.15625, -0.25, 0.15625, -0.125, 0.0, 0.0]"
1,bola veľmi milá a ústretová,"[0.5789682269096375, 0.14474205672740936, 4.0, 0.800000011920929, 0.6345238089561462, -0.0555555559694767, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
1,"Jednanie bolo rýchle, príjemné, fajn bol aj ústretový prístup Viktórie.","[0.6656745672225952, 0.09509636461734772, 7.0, 0.699999988079071, 0.6656745672225952, 0.0, 0.3125, 0.0, 0.0, 0.0]"
1,Jeho trpezlivosť.... A vôbec sú tam všetci milí a poradia s úsmevom... Nič nie je problém...,"[-0.08559025079011917, -0.006113589275628328, 14.0, 0.875, 0.6190476417541504, -0.704637885093689, 0.5416666865348816, -0.17499999701976776, 1.0, 0.0]"
